owner,repository,stars,releases,created_at,url
jindrapetrik,jpexs-decompiler,5511,180,2014-05-10T17:20:56Z,https://github.com/jindrapetrik/jpexs-decompiler
GeyserMC,Geyser,5503,0,2019-07-08T17:23:17Z,https://github.com/GeyserMC/Geyser
emilsjolander,StickyListHeaders,5479,16,2012-03-11T18:29:18Z,https://github.com/emilsjolander/StickyListHeaders
Jasonchenlijian,FastBle,5476,9,2016-08-23T02:06:33Z,https://github.com/Jasonchenlijian/FastBle
scribejava,scribejava,5469,9,2010-09-05T19:11:40Z,https://github.com/scribejava/scribejava
liquibase,liquibase,5468,107,2011-07-08T20:08:20Z,https://github.com/liquibase/liquibase
motianhuo,wechat,5467,0,2015-05-25T02:33:37Z,https://github.com/motianhuo/wechat
KeepSafe,TapTargetView,5462,24,2016-09-11T09:07:36Z,https://github.com/KeepSafe/TapTargetView
TGX-Android,Telegram-X,5464,6,2021-08-17T17:09:25Z,https://github.com/TGX-Android/Telegram-X
sockeqwe,mosby,5460,15,2015-03-25T00:59:19Z,https://github.com/sockeqwe/mosby
alibaba,freeline,5459,22,2016-08-03T17:22:52Z,https://github.com/alibaba/freeline
dm77,barcodescanner,5445,6,2014-02-24T21:14:09Z,https://github.com/dm77/barcodescanner
apache,groovy,5435,0,2015-04-16T07:00:05Z,https://github.com/apache/groovy
rubenlagus,TelegramBots,5433,113,2016-01-14T00:13:07Z,https://github.com/rubenlagus/TelegramBots
spring-projects,spring-data-examples,5421,0,2014-01-30T15:42:43Z,https://github.com/spring-projects/spring-data-examples
tonikelope,megabasterd,5415,208,2016-09-29T16:54:54Z,https://github.com/tonikelope/megabasterd
socketio,socket.io-client-java,5414,7,2013-04-28T17:04:05Z,https://github.com/socketio/socket.io-client-java
facebookarchive,rebound,5403,10,2013-10-11T01:12:37Z,https://github.com/facebookarchive/rebound
killbill,killbill,5402,151,2012-10-21T20:55:05Z,https://github.com/killbill/killbill
coobird,thumbnailator,5400,0,2015-07-25T05:38:33Z,https://github.com/coobird/thumbnailator
diffplug,spotless,5396,52,2015-04-27T19:10:58Z,https://github.com/diffplug/spotless
apache,dubbo-spring-boot-project,5394,13,2018-01-18T12:10:50Z,https://github.com/apache/dubbo-spring-boot-project
LFDT-web3j,web3j,5384,121,2016-09-04T05:48:49Z,https://github.com/LFDT-web3j/web3j
pmd,pmd,5367,114,2012-07-11T18:03:00Z,https://github.com/pmd/pmd
facebookarchive,shimmer-android,5366,5,2015-02-27T22:25:22Z,https://github.com/facebookarchive/shimmer-android
gsantner,markor,5364,81,2017-08-26T00:08:35Z,https://github.com/gsantner/markor
Evernote,android-job,5360,31,2015-08-20T19:36:54Z,https://github.com/Evernote/android-job
remkop,picocli,5340,86,2017-02-01T16:38:41Z,https://github.com/remkop/picocli
runelite,runelite,5340,0,2016-04-30T20:48:02Z,https://github.com/runelite/runelite
h6ah4i,android-advancedrecyclerview,5338,1,2015-01-24T16:14:39Z,https://github.com/h6ah4i/android-advancedrecyclerview
commonsguy,cw-omnibus,5333,36,2012-03-12T14:12:06Z,https://github.com/commonsguy/cw-omnibus
jgilfelt,SystemBarTint,5332,3,2013-11-17T12:35:05Z,https://github.com/jgilfelt/SystemBarTint
google,google-authenticator,5329,0,2014-10-08T17:54:27Z,https://github.com/google/google-authenticator
allure-framework,allure2,5327,84,2016-05-27T14:06:05Z,https://github.com/allure-framework/allure2
dunwu,db-tutorial,5322,0,2017-08-08T06:33:38Z,https://github.com/dunwu/db-tutorial
XRecyclerView,XRecyclerView,5318,0,2015-11-18T08:14:22Z,https://github.com/XRecyclerView/XRecyclerView
mybatis,generator,5317,11,2013-02-10T11:14:50Z,https://github.com/mybatis/generator
LWJGL,lwjgl3,5310,23,2012-12-23T15:40:04Z,https://github.com/LWJGL/lwjgl3
Doikki,DKVideoPlayer,5307,32,2017-04-11T01:33:38Z,https://github.com/Doikki/DKVideoPlayer
zfdang,Android-Touch-Helper,5295,113,2020-10-16T00:58:41Z,https://github.com/zfdang/Android-Touch-Helper
Fuzion24,JustTrustMe,5291,1,2014-07-24T23:45:05Z,https://github.com/Fuzion24/JustTrustMe
evant,gradle-retrolambda,5282,37,2013-08-05T02:09:58Z,https://github.com/evant/gradle-retrolambda
Docile-Alligator,Infinity-For-Reddit,5279,196,2018-07-26T15:02:51Z,https://github.com/Docile-Alligator/Infinity-For-Reddit
citerus,dddsample-core,5268,0,2015-01-31T23:21:37Z,https://github.com/citerus/dddsample-core
yixia,VitamioBundle,5267,0,2012-10-19T08:40:49Z,https://github.com/yixia/VitamioBundle
xxv,android-lifecycle,5264,0,2014-04-18T14:26:22Z,https://github.com/xxv/android-lifecycle
CodingDocs,springboot-guide,5260,0,2018-11-28T01:05:07Z,https://github.com/CodingDocs/springboot-guide
lingochamp,okdownload,5258,8,2017-12-17T08:21:22Z,https://github.com/lingochamp/okdownload
razerdp,BasePopup,5254,15,2016-01-15T03:31:07Z,https://github.com/razerdp/BasePopup
novicezk,midjourney-proxy,5239,0,2023-04-24T13:43:45Z,https://github.com/novicezk/midjourney-proxy
j-easy,easy-rules,5238,10,2013-03-10T14:38:26Z,https://github.com/j-easy/easy-rules
thinkaurelius,titan,5236,0,2012-02-25T22:53:53Z,https://github.com/thinkaurelius/titan
Yalantis,Side-Menu.Android,5233,2,2015-01-13T11:11:27Z,https://github.com/Yalantis/Side-Menu.Android
CellularPrivacy,Android-IMSI-Catcher-Detector,5232,48,2013-11-23T10:04:14Z,https://github.com/CellularPrivacy/Android-IMSI-Catcher-Detector
huangyanbin,smartTable,5228,44,2017-11-08T01:11:14Z,https://github.com/huangyanbin/smartTable
bitcoinj,bitcoinj,5215,14,2013-11-19T04:33:23Z,https://github.com/bitcoinj/bitcoinj
lucasr,twoway-view,5215,0,2013-01-18T20:55:23Z,https://github.com/lucasr/twoway-view
reactor,reactor-core,5214,224,2015-11-10T10:06:40Z,https://github.com/reactor/reactor-core
Karumi,Dexter,5209,33,2015-11-17T13:14:43Z,https://github.com/Karumi/Dexter
brianfrankcooper,YCSB,5202,55,2010-04-19T20:52:11Z,https://github.com/brianfrankcooper/YCSB
hustcc,JS-Sorting-Algorithm,5195,0,2017-01-19T11:36:21Z,https://github.com/hustcc/JS-Sorting-Algorithm
oshi,oshi,5195,171,2012-02-10T12:46:48Z,https://github.com/oshi/oshi
zhanglei-workspace,shopping-management-system,5191,0,2015-11-16T12:53:21Z,https://github.com/zhanglei-workspace/shopping-management-system
Clans,FloatingActionButton,5185,14,2015-03-21T12:36:16Z,https://github.com/Clans/FloatingActionButton
killme2008,aviatorscript,5180,52,2011-03-29T12:48:47Z,https://github.com/killme2008/aviatorscript
Exrick,xpay,5179,0,2017-12-12T16:11:19Z,https://github.com/Exrick/xpay
android,views-widgets-samples,5179,0,2019-09-06T21:39:12Z,https://github.com/android/views-widgets-samples
baomidou,dynamic-datasource,5158,19,2018-04-28T02:32:16Z,https://github.com/baomidou/dynamic-datasource
careercup,ctci,5146,0,2013-03-21T23:01:01Z,https://github.com/careercup/ctci
square,otto,5132,0,2012-06-27T19:06:49Z,https://github.com/square/otto
natario1,CameraView,5125,42,2017-07-18T09:30:33Z,https://github.com/natario1/CameraView
deathmarine,Luyten,5117,17,2013-07-11T10:57:28Z,https://github.com/deathmarine/Luyten
tianshiyeben,wgcloud,5116,31,2019-01-15T02:02:21Z,https://github.com/tianshiyeben/wgcloud
youlookwhat,DesignPattern,5105,0,2016-10-21T10:59:32Z,https://github.com/youlookwhat/DesignPattern
apache,calcite,5104,0,2014-06-25T07:00:07Z,https://github.com/apache/calcite
line,armeria,5097,269,2015-11-16T04:04:01Z,https://github.com/line/armeria
spring-projects,spring-authorization-server,5085,85,2020-03-17T17:28:57Z,https://github.com/spring-projects/spring-authorization-server
sofastack,sofa-boot,5077,83,2018-04-02T08:28:14Z,https://github.com/sofastack/sofa-boot
bisq-network,bisq,5074,143,2014-03-12T09:42:29Z,https://github.com/bisq-network/bisq
xuexiangjys,XUI,5073,23,2019-01-07T07:59:02Z,https://github.com/xuexiangjys/XUI
OpenTSDB,opentsdb,5063,27,2010-08-27T02:05:20Z,https://github.com/OpenTSDB/opentsdb
apache,ignite,5062,0,2015-02-19T08:00:05Z,https://github.com/apache/ignite
Sayi,poi-tl,5059,14,2015-03-20T06:47:52Z,https://github.com/Sayi/poi-tl
ageerle,ruoyi-ai,5045,6,2024-01-16T04:16:41Z,https://github.com/ageerle/ruoyi-ai
2227324689,gpmall,5043,0,2019-07-18T14:09:22Z,https://github.com/2227324689/gpmall
javastacks,spring-boot-best-practice,5043,1,2018-11-09T06:23:18Z,https://github.com/javastacks/spring-boot-best-practice
jankotek,mapdb,5039,0,2012-08-17T15:28:54Z,https://github.com/jankotek/mapdb
wequick,Small,5037,25,2015-11-27T11:37:20Z,https://github.com/wequick/Small
Trinea,android-common,5023,1,2012-06-19T07:49:46Z,https://github.com/Trinea/android-common
yipianfengye,android-zxingLibrary,5017,0,2016-07-26T08:00:18Z,https://github.com/yipianfengye/android-zxingLibrary
Kodezi,Chronos,5013,0,2025-07-21T07:34:10Z,https://github.com/Kodezi/Chronos
youlookwhat,CloudReader,5007,26,2016-11-20T11:59:25Z,https://github.com/youlookwhat/CloudReader
apache,maven,5005,30,2009-05-21T03:22:03Z,https://github.com/apache/maven
rubensousa,GravitySnapHelper,4998,15,2016-08-31T07:25:23Z,https://github.com/rubensousa/GravitySnapHelper
JodaOrg,joda-time,4988,51,2011-05-16T16:49:57Z,https://github.com/JodaOrg/joda-time
DingMouRen,LayoutManagerGroup,4986,0,2018-04-28T11:47:38Z,https://github.com/DingMouRen/LayoutManagerGroup
spring-attic,spring-mvc-showcase,4985,0,2011-06-03T15:36:55Z,https://github.com/spring-attic/spring-mvc-showcase
HeliBorg,HeliBoard,4984,63,2022-03-09T08:38:32Z,https://github.com/HeliBorg/HeliBoard
rstudio,rstudio,4982,0,2010-12-07T19:10:25Z,https://github.com/rstudio/rstudio
orhanobut,dialogplus,4973,9,2014-12-12T09:24:44Z,https://github.com/orhanobut/dialogplus
roncoo,roncoo-pay,4966,0,2016-07-21T02:46:06Z,https://github.com/roncoo/roncoo-pay
alibaba,UltraViewPager,4964,10,2017-03-29T13:31:53Z,https://github.com/alibaba/UltraViewPager
spring-cloud,spring-cloud-netflix,4962,30,2014-07-11T15:46:12Z,https://github.com/spring-cloud/spring-cloud-netflix
querydsl,querydsl,4961,35,2011-08-05T06:46:32Z,https://github.com/querydsl/querydsl
frogermcs,InstaMaterial,4953,1,2014-11-10T18:56:49Z,https://github.com/frogermcs/InstaMaterial
react-native-config,react-native-config,4953,33,2016-02-23T00:19:11Z,https://github.com/react-native-config/react-native-config
react-native-webrtc,react-native-webrtc,4949,82,2015-09-27T10:57:30Z,https://github.com/react-native-webrtc/react-native-webrtc
orientechnologies,orientdb,4948,232,2012-12-09T20:33:47Z,https://github.com/orientechnologies/orientdb
Devlight,NavigationTabBar,4934,13,2016-03-29T08:59:27Z,https://github.com/Devlight/NavigationTabBar
amitshekhariitbhu,RxJava2-Android-Samples,4925,0,2016-08-27T08:21:37Z,https://github.com/amitshekhariitbhu/RxJava2-Android-Samples
DiUS,java-faker,4918,0,2011-06-06T01:01:21Z,https://github.com/DiUS/java-faker
angryip,ipscan,4911,32,2011-06-28T20:58:48Z,https://github.com/angryip/ipscan
traex,RippleEffect,4902,0,2014-10-14T13:32:51Z,https://github.com/traex/RippleEffect
fuzhengwei,small-spring,4900,0,2021-05-15T06:07:28Z,https://github.com/fuzhengwei/small-spring
cglib,cglib,4895,15,2014-03-29T13:48:30Z,https://github.com/cglib/cglib
Threekiii,Awesome-POC,4894,2,2022-02-20T06:43:22Z,https://github.com/Threekiii/Awesome-POC
Ramotion,folding-cell-android,4891,0,2016-04-01T11:38:47Z,https://github.com/Ramotion/folding-cell-android
zhkl0228,unidbg,4882,16,2019-02-26T09:32:15Z,https://github.com/zhkl0228/unidbg
reactive-streams,reactive-streams-jvm,4873,0,2014-02-28T13:16:15Z,https://github.com/reactive-streams/reactive-streams-jvm
mock-server,mockserver,4860,0,2013-02-26T06:09:52Z,https://github.com/mock-server/mockserver
spring-cloud,spring-cloud-gateway,4851,46,2016-11-16T21:42:51Z,https://github.com/spring-cloud/spring-cloud-gateway
micrometer-metrics,micrometer,4831,291,2017-04-10T21:36:51Z,https://github.com/micrometer-metrics/micrometer
mcxiaoke,packer-ng-plugin,4811,1,2015-11-24T04:08:08Z,https://github.com/mcxiaoke/packer-ng-plugin
deepjavalibrary,djl,4796,38,2019-10-29T22:38:54Z,https://github.com/deepjavalibrary/djl
andkulikov,Transitions-Everywhere,4794,23,2014-10-15T03:37:03Z,https://github.com/andkulikov/Transitions-Everywhere
claritylab,lucida,4789,0,2014-05-13T17:12:49Z,https://github.com/claritylab/lucida
oracle,opengrok,4787,302,2013-01-07T11:49:18Z,https://github.com/oracle/opengrok
tencentmusic,supersonic,4783,15,2023-06-12T07:23:28Z,https://github.com/tencentmusic/supersonic
tuguangquan,mybatis,4772,0,2014-11-03T04:51:06Z,https://github.com/tuguangquan/mybatis
ronmamo,reflections,4771,3,2013-04-16T16:19:26Z,https://github.com/ronmamo/reflections
etsy,AndroidStaggeredGrid,4764,7,2013-12-09T19:43:45Z,https://github.com/etsy/AndroidStaggeredGrid
grobidOrg,grobid,4763,22,2012-09-13T15:48:54Z,https://github.com/grobidOrg/grobid
TheoKanning,openai-java,4762,22,2020-09-15T02:58:52Z,https://github.com/TheoKanning/openai-java
zq2599,blog_demos,4760,0,2017-04-09T04:51:56Z,https://github.com/zq2599/blog_demos
saiwu-bigkoo,Android-ConvenientBanner,4758,0,2014-12-23T06:12:33Z,https://github.com/saiwu-bigkoo/Android-ConvenientBanner
dromara,dynamic-tp,4757,19,2022-01-07T16:35:27Z,https://github.com/dromara/dynamic-tp
nisrulz,android-tips-tricks,4749,0,2016-08-25T20:27:33Z,https://github.com/nisrulz/android-tips-tricks
zlt2000,microservices-platform,4747,30,2019-03-07T07:13:37Z,https://github.com/zlt2000/microservices-platform
kyleduo,SwitchButton,4746,0,2014-09-09T07:20:43Z,https://github.com/kyleduo/SwitchButton
hongyangAndroid,baseAdapter,4730,0,2015-08-03T02:55:51Z,https://github.com/hongyangAndroid/baseAdapter
saysky,ForestBlog,4723,0,2017-10-08T15:27:47Z,https://github.com/saysky/ForestBlog
stleary,JSON-java,4719,25,2010-12-21T17:46:09Z,https://github.com/stleary/JSON-java
google,cameraview,4712,0,2016-08-04T05:22:14Z,https://github.com/google/cameraview
spring-attic,spring-security-oauth,4700,0,2011-07-26T18:08:49Z,https://github.com/spring-attic/spring-security-oauth
cjlin1,libsvm,4697,0,2013-09-10T14:32:07Z,https://github.com/cjlin1/libsvm
charles2gan,GDA-android-reversing-Tool,4694,40,2017-10-31T08:18:29Z,https://github.com/charles2gan/GDA-android-reversing-Tool
hansonwang99,Spring-Boot-In-Action,4692,0,2019-01-28T12:56:51Z,https://github.com/hansonwang99/Spring-Boot-In-Action
SPLWare,esProc,4688,0,2021-11-09T15:41:25Z,https://github.com/SPLWare/esProc
jgilfelt,chuck,4687,5,2017-02-07T23:51:39Z,https://github.com/jgilfelt/chuck
bytedeco,javacpp,4686,14,2014-04-21T12:47:21Z,https://github.com/bytedeco/javacpp
pardom-zz,ActiveAndroid,4683,0,2012-11-15T18:10:45Z,https://github.com/pardom-zz/ActiveAndroid
981011512,--,4683,0,2020-06-18T22:47:21Z,https://github.com/981011512/--
karma9874,AndroRAT,4682,0,2020-03-22T09:31:28Z,https://github.com/karma9874/AndroRAT
bepass-org,oblivion,4682,12,2024-02-08T05:50:09Z,https://github.com/bepass-org/oblivion
Heeexy,SpringBoot-Shiro-Vue,4674,0,2017-11-17T18:49:06Z,https://github.com/Heeexy/SpringBoot-Shiro-Vue
discord-jda,JDA,4657,123,2015-12-12T13:57:32Z,https://github.com/discord-jda/JDA
ant-media,Ant-Media-Server,4653,68,2017-03-01T08:21:13Z,https://github.com/ant-media/Ant-Media-Server
nICEnnnnnnnLee,BilibiliDown,4642,81,2019-01-23T06:56:46Z,https://github.com/nICEnnnnnnnLee/BilibiliDown
rememberber,WePush,4641,58,2017-06-23T09:03:36Z,https://github.com/rememberber/WePush
wdullaer,MaterialDateTimePicker,4641,54,2015-01-03T19:41:03Z,https://github.com/wdullaer/MaterialDateTimePicker
JZ-Darkal,AndroidHttpCapture,4640,1,2016-10-15T19:48:00Z,https://github.com/JZ-Darkal/AndroidHttpCapture
CalebFenton,simplify,4639,9,2014-01-16T05:14:02Z,https://github.com/CalebFenton/simplify
chewiebug,GCViewer,4635,5,2011-10-23T09:01:04Z,https://github.com/chewiebug/GCViewer
zongzibinbin,MallChat,4635,0,2023-03-16T15:04:35Z,https://github.com/zongzibinbin/MallChat
gabrielemariotti,cardslib,4631,27,2013-09-20T21:57:19Z,https://github.com/gabrielemariotti/cardslib
romandanylyk,PageIndicatorView,4629,14,2016-08-20T19:25:32Z,https://github.com/romandanylyk/PageIndicatorView
yasserg,crawler4j,4626,3,2011-12-31T22:49:18Z,https://github.com/yasserg/crawler4j
linhaojun857,aurora,4627,0,2022-08-19T13:39:16Z,https://github.com/linhaojun857/aurora
ReChronoRain,HyperCeiler,4620,10,2023-10-27T17:17:42Z,https://github.com/ReChronoRain/HyperCeiler
RedSpider1,concurrent,4617,0,2018-11-03T13:49:36Z,https://github.com/RedSpider1/concurrent
apache,rocketmq-externals,4617,0,2017-03-14T07:00:06Z,https://github.com/apache/rocketmq-externals
Netflix,ribbon,4617,41,2013-01-15T01:08:04Z,https://github.com/Netflix/ribbon
h2database,h2database,4616,24,2015-04-10T19:09:09Z,https://github.com/h2database/h2database
objectbox,objectbox-java,4605,54,2017-01-24T10:29:48Z,https://github.com/objectbox/objectbox-java
SplashCodes,JAViewer,4591,10,2016-05-21T08:47:10Z,https://github.com/SplashCodes/JAViewer
hussien89aa,AndroidTutorialForBeginners,4590,0,2016-09-26T16:36:28Z,https://github.com/hussien89aa/AndroidTutorialForBeginners
puniverse,quasar,4563,18,2013-03-27T14:51:24Z,https://github.com/puniverse/quasar
chentao0707,SimplifyReader,4558,0,2015-08-17T08:22:53Z,https://github.com/chentao0707/SimplifyReader
zhanghai,Douya,4554,11,2016-02-01T13:44:19Z,https://github.com/zhanghai/Douya
javagrowing,JGrowing,4549,0,2019-02-26T01:55:08Z,https://github.com/javagrowing/JGrowing
tiann,epic,4542,5,2017-05-22T02:52:44Z,https://github.com/tiann/epic
danielzeller,Depth-LIB-Android-,4540,0,2016-04-27T09:37:28Z,https://github.com/danielzeller/Depth-LIB-Android-
go-lang-plugin-org,go-lang-idea-plugin,4539,21,2010-08-29T08:20:01Z,https://github.com/go-lang-plugin-org/go-lang-idea-plugin
square,sqlbrite,4536,9,2015-02-19T04:38:37Z,https://github.com/square/sqlbrite
phishman3579,java-algorithms-implementation,4531,0,2013-11-20T03:30:19Z,https://github.com/phishman3579/java-algorithms-implementation
jdamcd,android-crop,4530,6,2014-03-13T10:24:43Z,https://github.com/jdamcd/android-crop
201206030,novel-plus,4529,36,2020-05-02T07:15:43Z,https://github.com/201206030/novel-plus
jacoco,jacoco,4523,50,2012-07-08T21:45:13Z,https://github.com/jacoco/jacoco
IoT-Technology,IoT-Technical-Guide,4520,0,2019-04-02T01:52:44Z,https://github.com/IoT-Technology/IoT-Technical-Guide
alibaba,dexposed,4516,0,2015-06-30T02:59:16Z,https://github.com/alibaba/dexposed
castorflex,SmoothProgressBar,4513,9,2013-11-27T20:32:16Z,https://github.com/castorflex/SmoothProgressBar
azkaban,azkaban,4512,48,2012-10-18T01:34:53Z,https://github.com/azkaban/azkaban
Flipboard,bottomsheet,4503,10,2015-04-23T17:37:32Z,https://github.com/Flipboard/bottomsheet
Freeyourgadget,Gadgetbridge,4490,0,2015-01-05T23:19:03Z,https://github.com/Freeyourgadget/Gadgetbridge
HotBitmapGG,bilibili-android-client,4484,1,2016-06-01T04:36:01Z,https://github.com/HotBitmapGG/bilibili-android-client
water8394,flink-recommandSystem-demo,4473,0,2019-05-15T07:55:35Z,https://github.com/water8394/flink-recommandSystem-demo
JakeWharton,NineOldAndroids,4470,0,2011-12-08T19:46:37Z,https://github.com/JakeWharton/NineOldAndroids
Meituan-Dianping,Robust,4466,13,2017-03-14T10:14:50Z,https://github.com/Meituan-Dianping/Robust
s4kibs4mi,java-developer-roadmap,4457,0,2019-04-23T06:42:13Z,https://github.com/s4kibs4mi/java-developer-roadmap
flutter-webrtc,flutter-webrtc,4453,138,2018-03-07T02:26:03Z,https://github.com/flutter-webrtc/flutter-webrtc
apache,shiro,4441,17,2009-08-29T08:00:17Z,https://github.com/apache/shiro
janishar,android-mvp-architecture,4431,0,2017-01-27T08:39:06Z,https://github.com/janishar/android-mvp-architecture
dreamhead,moco,4430,1,2012-10-18T09:09:51Z,https://github.com/dreamhead/moco
square,android-times-square,4425,0,2013-01-30T20:28:27Z,https://github.com/square/android-times-square
Tencent,GT,4414,3,2016-01-13T10:29:55Z,https://github.com/Tencent/GT
Snailclimb,guide-rpc-framework,4397,0,2020-05-10T13:24:42Z,https://github.com/Snailclimb/guide-rpc-framework
ThirtyDegreesRay,OpenHub,4392,31,2017-07-11T13:29:51Z,https://github.com/ThirtyDegreesRay/OpenHub
AsamK,signal-cli,4393,111,2015-05-11T10:49:42Z,https://github.com/AsamK/signal-cli
robinhood,ticker,4382,9,2016-07-15T21:37:52Z,https://github.com/robinhood/ticker
crate,crate,4379,159,2013-04-10T09:17:16Z,https://github.com/crate/crate
Querz,mcaselector,4378,75,2018-04-22T22:23:26Z,https://github.com/Querz/mcaselector
pytorch,serve,4361,24,2019-10-03T03:17:43Z,https://github.com/pytorch/serve
awangdev,leet-code,4356,0,2015-04-25T19:14:09Z,https://github.com/awangdev/leet-code
Ashok-Varma,BottomNavigation,4356,16,2016-03-19T19:19:30Z,https://github.com/Ashok-Varma/BottomNavigation
iterate-ch,cyberduck,4356,0,2017-01-20T14:16:34Z,https://github.com/iterate-ch/cyberduck
eirslett,frontend-maven-plugin,4356,0,2013-08-30T14:44:38Z,https://github.com/eirslett/frontend-maven-plugin
mywalkb,LSPosed_mod,4330,10,2022-03-28T08:05:38Z,https://github.com/mywalkb/LSPosed_mod
torakiki,pdfsam,4330,71,2013-09-24T11:06:13Z,https://github.com/torakiki/pdfsam
dragonwell-project,dragonwell8,4321,46,2019-03-07T02:57:45Z,https://github.com/dragonwell-project/dragonwell8
jitsi,jitsi,4319,7,2013-04-24T17:37:20Z,https://github.com/jitsi/jitsi
jlegewie,zotfile,4318,33,2011-12-30T14:47:42Z,https://github.com/jlegewie/zotfile
geoserver,geoserver,4314,69,2011-11-10T19:56:06Z,https://github.com/geoserver/geoserver
JabRef,jabref,4310,48,2014-03-11T14:48:42Z,https://github.com/JabRef/jabref
jeasonlzy,ImagePicker,4309,5,2016-01-27T17:05:03Z,https://github.com/jeasonlzy/ImagePicker
failsafe-lib,failsafe,4308,0,2015-06-30T00:56:39Z,https://github.com/failsafe-lib/failsafe
google,open-location-code,4308,5,2014-09-30T18:26:35Z,https://github.com/google/open-location-code
apache,streampark,4307,17,2019-05-27T05:56:03Z,https://github.com/apache/streampark
bingoogolapple,BGARefreshLayout-Android,4301,4,2015-05-28T16:17:00Z,https://github.com/bingoogolapple/BGARefreshLayout-Android
brianway,java-learning,4290,0,2016-02-09T05:20:58Z,https://github.com/brianway/java-learning
apache,fory,4286,65,2023-04-28T03:57:00Z,https://github.com/apache/fory
alibaba,fastjson2,4281,61,2022-04-17T04:27:24Z,https://github.com/alibaba/fastjson2
bjmashibing,InternetArchitect,4281,0,2019-10-19T16:32:01Z,https://github.com/bjmashibing/InternetArchitect
M66B,FairEmail,4275,1000,2018-08-02T13:30:25Z,https://github.com/M66B/FairEmail
mcxiaoke,android-volley,4270,0,2013-05-21T05:35:26Z,https://github.com/mcxiaoke/android-volley
camunda,camunda-bpm-platform,4266,0,2013-01-03T10:10:31Z,https://github.com/camunda/camunda-bpm-platform
ongakuer,CircleIndicator,4265,7,2014-07-30T14:02:56Z,https://github.com/ongakuer/CircleIndicator
grantland,android-autofittextview,4260,1,2011-02-14T06:00:52Z,https://github.com/grantland/android-autofittextview
aporter,coursera-android,4257,0,2014-01-05T09:55:31Z,https://github.com/aporter/coursera-android
microsoft,malmo,4253,21,2016-05-17T14:58:40Z,https://github.com/microsoft/malmo
nining377,dolby_beta,4251,37,2020-05-19T12:13:36Z,https://github.com/nining377/dolby_beta
mybatis,spring-boot-starter,4247,34,2015-09-25T13:05:15Z,https://github.com/mybatis/spring-boot-starter
zendesk,maxwell,4243,214,2015-02-09T22:06:13Z,https://github.com/zendesk/maxwell
dromara,hmily,4240,0,2017-09-28T06:29:01Z,https://github.com/dromara/hmily
LibrePDF,OpenPDF,4233,87,2016-07-11T15:50:34Z,https://github.com/LibrePDF/OpenPDF
jboss-javassist,javassist,4228,24,2013-05-24T08:31:32Z,https://github.com/jboss-javassist/javassist
JetBrains,fernflower,4225,0,2014-10-03T05:00:15Z,https://github.com/JetBrains/fernflower
ChadCSong,ShineButton,4201,2,2016-07-05T06:32:26Z,https://github.com/ChadCSong/ShineButton
aws,aws-sdk-java,4199,0,2010-03-22T23:34:58Z,https://github.com/aws/aws-sdk-java
yhaolpz,FloatWindow,4198,9,2017-11-14T14:33:55Z,https://github.com/yhaolpz/FloatWindow
jishenghua,jshERP,4188,6,2016-09-20T04:51:39Z,https://github.com/jishenghua/jshERP
syncthing,syncthing-android,4185,332,2014-02-22T17:15:19Z,https://github.com/syncthing/syncthing-android
powermock,powermock,4184,16,2014-05-28T07:53:53Z,https://github.com/powermock/powermock
Jacksgong,JKeyboardPanelSwitch,4181,14,2015-07-01T17:42:01Z,https://github.com/Jacksgong/JKeyboardPanelSwitch
codingapi,tx-lcn,4181,14,2017-11-11T03:34:34Z,https://github.com/codingapi/tx-lcn
hugeterry,CoordinatorTabLayout,4179,0,2017-01-27T13:40:28Z,https://github.com/hugeterry/CoordinatorTabLayout
oddfar,campus-imaotai,4176,11,2023-07-07T10:37:13Z,https://github.com/oddfar/campus-imaotai
googlesamples,mlkit,4176,1,2020-05-28T21:40:38Z,https://github.com/googlesamples/mlkit
jMonkeyEngine,jmonkeyengine,4175,82,2014-03-20T22:29:28Z,https://github.com/jMonkeyEngine/jmonkeyengine
bingoogolapple,BGABanner-Android,4166,0,2014-10-25T17:15:18Z,https://github.com/bingoogolapple/BGABanner-Android
pedrovgs,AndroidWiFiADB,4156,8,2015-10-18T21:58:45Z,https://github.com/pedrovgs/AndroidWiFiADB
lilishop,lilishop,4147,3,2021-05-14T01:28:51Z,https://github.com/lilishop/lilishop
JFormDesigner,FlatLaf,4137,90,2019-08-19T10:27:05Z,https://github.com/JFormDesigner/FlatLaf
gh0stkey,HaE,4131,88,2020-03-24T10:12:50Z,https://github.com/gh0stkey/HaE
lukas-krecan,ShedLock,4131,0,2016-12-11T13:53:59Z,https://github.com/lukas-krecan/ShedLock
pqpo,SmartCropper,4127,13,2017-08-03T11:08:41Z,https://github.com/pqpo/SmartCropper
bitcoin-wallet,bitcoin-wallet,4116,0,2012-03-31T17:06:47Z,https://github.com/bitcoin-wallet/bitcoin-wallet
dinuscxj,LoadingDrawable,4105,0,2016-04-16T07:33:57Z,https://github.com/dinuscxj/LoadingDrawable
DTStack,chunjun,4104,31,2018-04-03T12:44:58Z,https://github.com/DTStack/chunjun
alibaba,Tangram-Android,4103,38,2017-03-29T13:29:57Z,https://github.com/alibaba/Tangram-Android
BoCloud,folib,4098,1,2025-07-09T06:22:58Z,https://github.com/BoCloud/folib
code4craft,tiny-spring,4089,0,2014-01-10T16:37:57Z,https://github.com/code4craft/tiny-spring
